date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:52	16024/16024	---M--	200	added ('OK')	font/woff2	etag:%22964e5e4d8652c2b587ae9bd07c47061e%22	http://static.parastorage.com/fonts/v2/3894128e-e5ff-493e-9e6a-0c3417300c32/v1/arial-w10-black.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/fonts/v2/3894128e-e5ff-493e-9e6a-0c3417300c32/v1/arial-w10-black.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:41:53	20244/20244	---M--	200	added ('OK')	font/woff2	etag:%22461f8cd60a2eddf51b6207071ed4d41d%22	http://static.parastorage.com/fonts/v2/3894128e-e5ff-493e-9e6a-0c3417300c32/v1/arial-w02-black.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/fonts/v2/3894128e-e5ff-493e-9e6a-0c3417300c32/v1/arial-w02-black.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:41:54	15892/15892	---M--	200	added ('OK')	font/woff2	etag:%228c2fd50754841889e4b1bf437aa94346%22	http://static.parastorage.com/fonts/v2/3894128e-e5ff-493e-9e6a-0c3417300c32/v1/arial-w01-black.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/fonts/v2/3894128e-e5ff-493e-9e6a-0c3417300c32/v1/arial-w01-black.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:41:55	15504/15504	---M--	200	added ('OK')	font/woff2	etag:%223889034da62b370366dd92b33d7bad31%22	http://static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w10-light.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w10-light.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:41:56	37024/37024	---M--	200	added ('OK')	font/woff2	etag:%222b0cc5293c5812de123b2c0711d3e204%22	http://static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w02-light.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w02-light.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:41:57	20988/20988	---M--	200	added ('OK')	font/woff2	etag:%22bca22f1f306c863166e4e4d9a7ac0c08%22	http://static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w01-light.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/fonts/v2/eca8b0cd-45d8-43cf-aee7-ca462bc5497c/v1/din-next-w01-light.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:41:59	83488/83488	---M--	200	added ('OK')	font/woff2	etag:%227cd58badb728a0de46947a4a52c0e045%22	https://static.wixstatic.com/ufonts/d6a01a_7ce55c916707431faef7245e2e162881/woff2/file.woff2	/home/victus/Desktop/CLUSTER/static.wixstatic.com/ufonts/d6a01a_7ce55c916707431faef7245e2e162881/woff2/file.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:00	141332/141332	---M--	200	added ('OK')	font/woff	etag:%22b3e7153d3f30d596c69569f146a5df81%22	https://static.wixstatic.com/ufonts/d6a01a_7ce55c916707431faef7245e2e162881/woff/file.woff	/home/victus/Desktop/CLUSTER/static.wixstatic.com/ufonts/d6a01a_7ce55c916707431faef7245e2e162881/woff/file.woff	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:00	385348/385348	---M--	200	added ('OK')	font/ttf	etag:%227dd01ac61ebc897c613218487291d7fb%22	https://static.wixstatic.com/ufonts/d6a01a_7ce55c916707431faef7245e2e162881/ttf/file.ttf	/home/victus/Desktop/CLUSTER/static.wixstatic.com/ufonts/d6a01a_7ce55c916707431faef7245e2e162881/ttf/file.ttf	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:02	24560/24560	---M--	200	added ('OK')	font/woff2	etag:%2273b063eff2271c7bccf0b9f7b1d6c584%22	http://static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w05_35-light.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w05_35-light.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:02	17216/17216	---M--	200	added ('OK')	font/woff2	etag:%22fc02a3c78cac0f6ab99c6c19f004d02d%22	http://static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w01_35-light1475496.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/fonts/v2/af36905f-3c92-4ef9-b0c1-f91432f16ac1/v1/avenir-lt-w01_35-light1475496.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:03	30508/30508	---M--	200	added ('OK')	font/woff2	etag:%2209cf59438401edf71af126d566ccb4f5%22	https://static.wixstatic.com/ufonts/d6a01a_6dcd56b100df498ba46982d7ac7eb638/woff2/file.woff2	/home/victus/Desktop/CLUSTER/static.wixstatic.com/ufonts/d6a01a_6dcd56b100df498ba46982d7ac7eb638/woff2/file.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:05	45584/45584	---M--	200	added ('OK')	font/woff	etag:%2279c96b1c38363ea11a414b20fdf9298e%22	https://static.wixstatic.com/ufonts/d6a01a_6dcd56b100df498ba46982d7ac7eb638/woff/file.woff	/home/victus/Desktop/CLUSTER/static.wixstatic.com/ufonts/d6a01a_6dcd56b100df498ba46982d7ac7eb638/woff/file.woff	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:06	3504/3504	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Jul%202025%2002:40:36%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDurMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDurMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:06	115720/115720	---M--	200	added ('OK')	font/ttf	etag:%225da5e55142ff75c16ed30f82e7b847b3%22	https://static.wixstatic.com/ufonts/d6a01a_6dcd56b100df498ba46982d7ac7eb638/ttf/file.ttf	/home/victus/Desktop/CLUSTER/static.wixstatic.com/ufonts/d6a01a_6dcd56b100df498ba46982d7ac7eb638/ttf/file.ttf	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:07	4084/4084	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2013:44:23%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDurMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDurMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:08	9480/9480	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2010:30:06%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDujMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDujMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:09	11312/11312	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2016:31:57%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDujMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDujMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:11	5280/5280	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Jul%202025%2016:42:10%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDuHMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDuHMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:11	6532/6532	---M--	200	added ('OK')	font/woff2	date:Tue,%2008%20Jul%202025%2020:43:47%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDuHMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDuHMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:12	788/788	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2016:40:12%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDunMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDunMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:13	772/772	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Jul%202025%2002:40:36%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDunMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDunMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:14	4460/4460	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Jul%202025%2016:42:14%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDubMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDubMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:15	5168/5168	---M--	200	added ('OK')	font/woff2	date:Tue,%2008%20Jul%202025%2017:32:28%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDubMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDubMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:16	7068/7068	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2012:18:10%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDuvMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDuvMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:17	7812/7812	---M--	200	added ('OK')	font/woff2	date:Tue,%2008%20Jul%202025%2016:59:35%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDuvMR7eS2AopSg.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDuvMR7eS2AopSg.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:18	8972/8972	---M--	200	added ('OK')	font/woff2	date:Wed,%2009%20Jul%202025%2019:36:51%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDuXMR7eS2Ao.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff1GhDuXMR7eS2Ao.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:19	10272/10272	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Jul%202025%2011:10:45%20GMT	http://static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDuXMR7eS2Ao.woff2	/home/victus/Desktop/CLUSTER/static.parastorage.com/tag-bundler/api/v1/fonts-cache/googlefont/woff2/s/opensanscondensed/v23/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDuXMR7eS2Ao.woff2	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:21	577156/577156	---MCZ	200	added ('OK')	text/html	etag:W/%22476f7285e139e58edc05d979e374eb3f%22	https://es.wix.com/lp-es/website-builder?orig_msid=c2e77430-5296-4965-8a8c-5972fa5a257d&adsVersion=banner_2024	/home/victus/Desktop/CLUSTER/es.wix.com/lp-es/website-builder707b.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:22	16234/16234	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2016:42:22%20GMT	https://static.wixstatic.com/media/d6a01a_18be171e55a8495e9da6f8c32eb71baa~mv2.png/v1/fill/w_223,h_112,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/d6a01a_18be171e55a8495e9da6f8c32eb71baa~mv2.png	/home/victus/Desktop/CLUSTER/static.wixstatic.com/media/d6a01a_18be171e55a8495e9da6f8c32eb71baa_mv2.png/v1/fill/w_223,h_112,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/d6a01a_18be171e55a8495e9da6f8c32eb71baa_mv2.png	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:23	15065/15065	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2016:42:23%20GMT	https://static.wixstatic.com/media/d6a01a_d7c65632384847c1bcffea03284f8946~mv2.png/v1/fill/w_128,h_112,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/d6a01a_d7c65632384847c1bcffea03284f8946~mv2.png	/home/victus/Desktop/CLUSTER/static.wixstatic.com/media/d6a01a_d7c65632384847c1bcffea03284f8946_mv2.png/v1/fill/w_128,h_112,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/d6a01a_d7c65632384847c1bcffea03284f8946_mv2.png	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:25	801328/801328	---MCZ	200	added ('OK')	text/html	etag:W/%22105cd588e5fd8f75d284865b2c9f9392%22	https://revistaclustermx.wixsite.com/misitio-2/n%c3%bameros	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/n%c3%bameros.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:26	862033/862033	---MCZ	200	added ('OK')	text/html	etag:W/%22ed29ce466cf07f3bb0fddf44afb6e94a%22	https://revistaclustermx.wixsite.com/misitio-2/tentempie	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/tentempie.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:27	865589/865589	---MCZ	200	added ('OK')	text/html	etag:W/%2266efcf8fdb8d8a8396706cfea294aa56%22	https://revistaclustermx.wixsite.com/misitio-2/copia-de-features	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/copia-de-features.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:28	861967/861967	---MCZ	200	added ('OK')	text/html	etag:W/%22fb87cfa64edc8e29d3614d4c82e857d8%22	https://revistaclustermx.wixsite.com/misitio-2/copia-de-opini%c3%b3n	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/copia-de-opini%c3%b3n.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:29	889027/889027	---MCZ	200	added ('OK')	text/html	etag:W/%224fa609057324eb30be6f0c22b11726eb%22	https://revistaclustermx.wixsite.com/misitio-2/copia-de-retrospectivas	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/copia-de-retrospectivas.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:30	1205060/1205060	---MCZ	200	added ('OK')	text/html	etag:W/%22778b2bac69908ce859e04698d374b04e%22	https://revistaclustermx.wixsite.com/misitio-2/copia-de-entrevistas	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/copia-de-entrevistas.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:31	1088117/1088117	---MCZ	200	added ('OK')	text/html	etag:W/%22f492b9f036e4172d657b33a5d52ca169%22	https://revistaclustermx.wixsite.com/misitio-2/copia-de-ensayo-1	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/copia-de-ensayo-1.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:32	1109097/1109097	---MCZ	200	added ('OK')	text/html	etag:W/%2266e2878d5a218fe8df54c47581822176%22	https://revistaclustermx.wixsite.com/misitio-2/entrevistas-salteadas	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/entrevistas-salteadas.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:33	1379658/1379658	---MCZ	200	added ('OK')	text/html	etag:W/%22fa4a34dd3fec99bf3a8c1a2a4d093682%22	https://revistaclustermx.wixsite.com/misitio-2/copia-de-ensayo	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/copia-de-ensayo.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:34	904756/904756	---MCZ	200	added ('OK')	text/html	etag:W/%22af9117cc77c8a312d05814209b6fec47%22	https://revistaclustermx.wixsite.com/misitio-2/copia-de-narrativa	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/copia-de-narrativa.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:35	1157041/1157041	---MCZ	200	added ('OK')	text/html	etag:W/%229d05cdc5dd158282992df10b5e2c29d6%22	https://revistaclustermx.wixsite.com/misitio-2/copia-de-rese%c3%b1as	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/copia-de-rese%c3%b1as.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:36	1230645/1230645	---MCZ	200	added ('OK')	text/html	etag:W/%229afe4ee7c115de99a8b3f3516f1517ca%22	https://revistaclustermx.wixsite.com/misitio-2/copia-de-entrevistas-salteadas	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/copia-de-entrevistas-salteadas.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:37	817395/817395	---MCZ	200	added ('OK')	text/html	etag:W/%22f7317b7274d122fe167054848d23410e%22	https://revistaclustermx.wixsite.com/misitio-2/1000-palabras	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/1000-palabras.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:38	650543/650543	---MCZ	200	added ('OK')	text/html	etag:W/%2289bbf70d523c1d4d8e1e25f04b2bd1aa%22	https://revistaclustermx.wixsite.com/misitio-2/nosotrxs	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/nosotrxs.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:39	619234/619234	---MCZ	200	added ('OK')	text/html	etag:W/%22f37fadf136cd489a4b68b1d88db8e710%22	https://revistaclustermx.wixsite.com/misitio-2/escribe-con-nosotrxs	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/escribe-con-nosotrxs.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:40	620737/620737	---MCZ	200	added ('OK')	text/html	etag:W/%22150db538d74316270d9dd24d341e0dc8%22	https://revistaclustermx.wixsite.com/misitio-2/suscribet-gratis	/home/victus/Desktop/CLUSTER/revistaclustermx.wixsite.com/misitio-2/suscribet-gratis.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:41	32980/32980	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jul%202025%2016:42:41%20GMT	https://open.spotify.com/user/0wbfollkeqfc3zajv2t3r6qi7?si=XfJwbQUyRW-YIt2-smf6RQ	/home/victus/Desktop/CLUSTER/open.spotify.com/user/0wbfollkeqfc3zajv2t3r6qi7ffcc.html	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:42	1345/1345	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2016:42:41%20GMT	https://static.wixstatic.com/media/10bbba8f32454a8ba9358c575f2bc74c.png/v1/fill/w_29,h_29,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/10bbba8f32454a8ba9358c575f2bc74c.png	/home/victus/Desktop/CLUSTER/static.wixstatic.com/media/10bbba8f32454a8ba9358c575f2bc74c.png/v1/fill/w_29,h_29,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/10bbba8f32454a8ba9358c575f2bc74c.png	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:43	1043/1043	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2016:42:43%20GMT	https://static.wixstatic.com/media/01c3aff52f2a4dffa526d7a9843d46ea.png/v1/fill/w_29,h_29,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01c3aff52f2a4dffa526d7a9843d46ea.png	/home/victus/Desktop/CLUSTER/static.wixstatic.com/media/01c3aff52f2a4dffa526d7a9843d46ea.png/v1/fill/w_29,h_29,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01c3aff52f2a4dffa526d7a9843d46ea.png	(from https://revistaclustermx.wixsite.com/misitio-2)
10:42:43	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2010%20Jul%202025%2016:42:43%20GMT	https://www.instagram.com/clusterrevista/	/home/victus/Desktop/CLUSTER/www.instagram.com/clusterrevista/index.html	(from https://revistaclustermx.wixsite.com/misitio-2)
